"pt","site","latitude","longitude","occ1","occ2","occ3","occ4","obs1","obs2","obs3","obs4","ord1","ord2","ord3","ord4","dtime1","dtime2","dtime3","dtime4","mean2018","max2018","No_trees_mean","No_trees_max","No_wires_mean","No_wires_max","No_SW_mean","No_SW_max","No_SE_mean","No_SE_max","No_N_mean","No_N_max"
"SR25","S",40.54130359,-74.65376075,0,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,9,6.03333333333333,8.7,6.58333333333333,62.7565841674805,50.433650970459,62.7647476196289,50.433650970459,65.1692657470703,57.7864074707031,62.7647476196289,50.433650970459,62.7647476196289,50.433650970459,62.7565841674805,50.433650970459
"SR26","S",40.54058571,-74.65470915,0,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,9.18333333333333,5.9,8.83333333333333,6.43333333333333,37.5590324401855,13.7455968856812,37.6208419799805,13.7455968856812,59.2341232299805,37.0179748535156,37.6208419799805,13.7455968856812,37.6208419799805,13.7455968856812,37.5590324401855,13.7455968856812
"SR27","S",40.54274499,-74.65375333,0,1,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,9.36666666666667,5.75,8.98333333333333,6.21666666666667,61.1417236328125,42.0133247375488,61.1663970947266,42.0133247375488,65.3493347167969,58.3909111022949,61.1663970947266,42.0133247375488,61.1663970947266,42.0133247375488,61.1417236328125,42.0133247375488
"SR28","S",40.54346286,-74.6528049,1,1,1,1,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,9.5,5.61666666666667,9.1,6.06666666666667,66.2212219238281,60.7964859008789,66.2271270751953,60.7964859008789,66.8671188354492,64.1260833740234,66.2271270751953,60.7964859008789,66.2271270751953,60.7964859008789,66.2212219238281,60.7964859008789
"SR29","S",40.54418072,-74.65185644,0,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,9.63333333333333,5.5,9.21666666666667,5.88333333333333,67.0264663696289,64.0744781494141,67.0260848999023,64.0744781494141,67.276123046875,65.618049621582,67.0260848999023,64.0744781494141,67.0260848999023,64.0744781494141,67.0264663696289,64.0744781494141
"SR30","S",40.54489857,-74.65090796,1,0,1,0,"Mike Allen","Charles Barreca","Thom Almendinger","Mike Allen",123,144,163,186,9.78333333333333,9.68333333333333,9.35,5.73333333333333,67.5208053588867,65.535041809082,67.5249481201172,65.535041809082,67.6416091918945,66.5265197753906,67.5249481201172,65.535041809082,67.5249481201172,65.535041809082,67.5208053588867,65.535041809082
"SR31","S",40.54561642,-74.64995947,0,0,1,0,"Mike Allen","Charles Barreca","Thom Almendinger","Thom Almendinger",124,144,165,184,5.73333333333333,9.51666666666667,5.5,9.15,67.1032028198242,65.4932250976562,67.1169281005859,65.4932250976562,67.1773300170898,65.6075592041016,67.1169281005859,65.4932250976562,67.1169281005859,65.4932250976562,67.1032028198242,65.4932250976562
"SR32","S",40.54633425,-74.64901095,0,0,0,0,"Mike Allen","Charles Barreca","Thom Almendinger","Thom Almendinger",124,144,165,184,5.88333333333333,9.4,5.63333333333333,9.03333333333333,66.8633270263672,64.6493606567383,66.8895721435547,64.6493606567383,66.9286727905273,64.6494522094727,66.8895721435547,64.6493606567383,66.8895721435547,64.6493606567383,66.8633270263672,64.6493606567383
"SR33","S",40.54705208,-74.64806241,0,0,0,0,"Mike Allen","Charles Barreca","Thom Almendinger","Thom Almendinger",124,144,165,184,6.01666666666667,9.26666666666667,5.78333333333333,8.91666666666667,66.1912002563477,61.9874839782715,66.2160949707031,61.9874839782715,66.2455978393555,61.9874839782715,66.2160949707031,61.9874839782715,66.2160949707031,61.9874839782715,66.1912002563477,61.9874839782715
"SR34","S",40.5477699,-74.64711385,0,0,1,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,6.18333333333333,9.06666666666667,5.95,8.8,63.4357109069824,53.2805671691895,63.5010757446289,53.2805671691895,63.5176391601562,53.2805671691895,63.5010757446289,53.2805671691895,63.5010757446289,53.2805671691895,63.4357109069824,53.2805671691895
"SR35","S",40.54921131,-74.64710629,0,0,1,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,6.31666666666667,8.93333333333333,6.08333333333333,8.66666666666667,63.618236541748,53.3418579101562,63.6730690002441,53.3418579101562,63.6872978210449,53.3418579101562,63.6730690002441,53.3418579101562,63.6730690002441,53.3418579101562,63.618236541748,53.3418579101562
"SR36","S",40.54849349,-74.64805487,1,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,6.5,8.8,6.21666666666667,8.53333333333333,66.1201095581055,62.1965522766113,66.1328735351562,62.1965522766113,66.1565017700195,62.1965522766113,66.1328735351562,62.1965522766113,66.1328735351562,62.1965522766113,66.1201095581055,62.1965522766113
"SR37","S",40.54777566,-74.64900342,0,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,6.65,8.66666666666667,6.35,8.41666666666667,66.556022644043,64.3441848754883,66.5779266357422,64.3441848754883,66.604736328125,64.3446350097656,66.5779266357422,64.3441848754883,66.5779266357422,64.3441848754883,66.556022644043,64.3441848754883
"SR38","S",40.54705782,-74.64995196,0,1,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,6.78333333333333,8.5,6.5,8.28333333333333,66.9708557128906,65.3760681152344,66.979377746582,65.3760681152344,67.0309219360352,65.5324325561523,66.979377746582,65.3760681152344,66.979377746582,65.3760681152344,66.9708557128906,65.3760681152344
"SR39","S",40.54633998,-74.65090048,1,0,1,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,6.93333333333333,8.35,6.61666666666667,8.15,67.2255554199219,65.038200378418,67.2343521118164,65.038200378418,67.3439178466797,66.1459350585938,67.2343521118164,65.038200378418,67.2343521118164,65.038200378418,67.2255554199219,65.038200378418
"SR40","S",40.54562213,-74.65184898,1,0,1,1,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,7.06666666666667,8.2,6.75,8.03333333333333,66.9528503417969,63.3863945007324,66.9690399169922,63.3863945007324,67.2334747314453,65.6062698364258,66.9690399169922,63.3863945007324,66.9690399169922,63.3863945007324,66.9528503417969,63.3863945007324
"SR41","S",40.54490427,-74.65279745,0,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,7.2,8.05,6.88333333333333,7.9,66.1552124023438,59.0964584350586,66.1798477172852,59.0964584350586,67.0149993896484,64.1733474731445,66.1798477172852,59.0964584350586,66.1798477172852,59.0964584350586,66.1552124023438,59.0964584350586
"SR42","S",40.5441864,-74.65374591,0,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,7.36666666666667,7.91666666666667,7.03333333333333,7.78333333333333,59.459228515625,42.8533668518066,59.4602317810059,42.8533668518066,65.2546768188477,56.233512878418,59.4602317810059,42.8533668518066,59.4602317810059,42.8533668518066,59.459228515625,42.8533668518066
"SR43","S",40.5456278,-74.65373849,0,1,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,7.51666666666667,7.76666666666667,7.16666666666667,7.65,54.4738006591797,33.6158981323242,54.5022315979004,33.6158981323242,64.017578125,53.5787620544434,54.5022315979004,33.6158981323242,54.5022315979004,33.6158981323242,54.4738006591797,33.6158981323242
"SR44","S",40.54634567,-74.65279001,1,0,1,1,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,7.66666666666667,7.65,7.3,7.51666666666667,65.7723236083984,60.1153450012207,65.7931976318359,60.1153450012207,66.3866729736328,62.6864738464355,65.7931976318359,60.1153450012207,65.7931976318359,60.1153450012207,65.7723236083984,60.1153450012207
"SR45","S",40.54706353,-74.65184151,0,0,0,1,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,7.8,7.53333333333333,7.43333333333333,7.4,67.0491027832031,63.7996025085449,67.0596542358398,63.7996025085449,67.2565612792969,65.1963272094727,67.0596542358398,63.7996025085449,67.0596542358398,63.7996025085449,67.0491027832031,63.7996025085449
"SR46","S",40.54778138,-74.65089299,0,1,0,1,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,7.95,7.38333333333333,7.56666666666667,7.26666666666667,67.0643463134766,64.9683380126953,67.0645904541016,64.9683380126953,67.1474151611328,65.6283645629883,67.0645904541016,64.9683380126953,67.0645904541016,64.9683380126953,67.0643463134766,64.9683380126953
"SR47","S",40.54849923,-74.64994446,0,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,8.11666666666667,7.25,7.7,7.13333333333333,66.9306564331055,65.5675735473633,66.9397964477539,65.5675735473633,66.9803314208984,65.6981887817383,66.9397964477539,65.5675735473633,66.9397964477539,65.5675735473633,66.9306564331055,65.5675735473633
"SR48","S",40.54921706,-74.6489959,0,0,0,1,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,8.25,7.11666666666667,7.83333333333333,7.01666666666667,66.1127624511719,64.0253143310547,66.1173629760742,64.0253143310547,66.1317825317383,64.0253524780273,66.1173629760742,64.0253143310547,66.1173629760742,64.0253143310547,66.1127624511719,64.0253143310547
"SR49","S",40.54993489,-74.64804732,1,1,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,8.4,6.98333333333333,7.95,6.88333333333333,65.1765594482422,60.3101196289062,65.1375503540039,60.3101196289062,65.1543502807617,60.3101196289062,65.1375503540039,60.3101196289062,65.1375503540039,60.3101196289062,65.1765594482422,60.3101196289062
"SR50","S",40.55065271,-74.64709872,0,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,8.53333333333333,6.85,8.08333333333333,6.75,62.7461853027344,54.5546875,62.7367935180664,54.5546875,62.7483253479004,54.5546875,62.7367935180664,54.5546875,62.7367935180664,54.5546875,62.7461853027344,54.5546875
"SR51","S",40.54994063,-74.64993695,0,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,8.76666666666667,6.68333333333333,8.25,6.6,65.6699600219727,61.5810890197754,65.6679992675781,61.5810890197754,65.6993713378906,61.5810890197754,65.6679992675781,61.5810890197754,65.6679992675781,61.5810890197754,65.6699600219727,61.5810890197754
"SR52","S",40.54922279,-74.65088551,0,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,8.91666666666667,6.55,8.38333333333333,6.43333333333333,66.0478668212891,62.4783096313477,66.0261383056641,62.4783096313477,66.0799560546875,62.5021324157715,66.0261383056641,62.4783096313477,66.0261383056641,62.4783096313477,66.0478668212891,62.4783096313477
"SR53","S",40.54850494,-74.65183405,0,1,1,1,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,9.06666666666667,6.43333333333333,8.5,6.3,66.44921875,63.4844589233398,66.4457168579102,63.4844589233398,66.5902099609375,64.9876327514648,66.4457168579102,63.4844589233398,66.4457168579102,63.4844589233398,66.44921875,63.4844589233398
"SR54","S",40.54778708,-74.65278257,0,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,9.21666666666667,6.28333333333333,8.63333333333333,6.16666666666667,65.3907318115234,57.219596862793,65.4080505371094,57.219596862793,66.0563201904297,62.8871612548828,65.4080505371094,57.219596862793,65.4080505371094,57.219596862793,65.3907318115234,57.219596862793
"SR55","S",40.54706921,-74.65373106,0,0,0,1,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,9.36666666666667,6.15,8.76666666666667,6.05,53.4206504821777,32.9648704528809,53.4390144348145,32.9648704528809,63.989315032959,51.4410514831543,53.4390144348145,32.9648704528809,53.4390144348145,32.9648704528809,53.4206504821777,32.9648704528809
"SR56","S",40.54851062,-74.65372364,0,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,9.51666666666667,6,8.85,5.9,54.5215263366699,32.3701057434082,54.5412216186523,32.3701057434082,66.6602325439453,53.0405464172363,54.5412216186523,32.3701057434082,54.5412216186523,32.3701057434082,54.5215263366699,32.3701057434082
"SR57","S",40.54922848,-74.65277512,0,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,9.63333333333333,5.86666666666667,9.03333333333333,5.78333333333333,64.5476303100586,58.596866607666,64.5506744384766,58.596866607666,65.0376892089844,60.4460296630859,64.5506744384766,58.596866607666,64.5506744384766,58.596866607666,64.5476303100586,58.596866607666
"SR58","S",40.54994634,-74.65182658,0,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,9.78333333333333,5.73333333333333,9.15,5.63333333333333,52.9721603393555,28.5368175506592,52.8287010192871,28.5368175506592,52.9087448120117,28.5368175506592,52.8287010192871,28.5368175506592,52.8287010192871,28.5368175506592,52.9721603393555,28.5368175506592
"SR59","S",40.54995202,-74.65371622,0,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Thom Almendinger",124,142,165,184,9.91666666666667,5.58333333333333,9.3,5.5,50.0854301452637,25.9228801727295,50.0577583312988,25.9228801727295,64.2275314331055,50.3971290588379,50.0577583312988,25.9228801727295,50.0577583312988,25.9228801727295,50.0854301452637,25.9228801727295
"SY01","S",40.53985365,-74.65093415,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,5.65,9.66666666666667,5.61666666666667,9.63333333333333,66.225341796875,52.6308174133301,66.3060150146484,52.6308174133301,66.3724517822266,52.6308174133301,66.3060150146484,52.6308174133301,66.3060150146484,52.6308174133301,66.225341796875,52.6308174133301
"SY02","S",40.5405715,-74.64998573,1,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,5.76666666666667,9.55,5.75,9.5,64.0021591186523,49.3017387390137,64.076057434082,49.3017387390137,64.117073059082,49.3017387390137,64.076057434082,49.3017387390137,64.076057434082,49.3017387390137,64.0021591186523,49.3017387390137
"SY03","S",40.54128933,-74.64903728,0,1,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,5.88333333333333,9.43333333333333,5.9,9.38333333333333,65.0832977294922,60.3311462402344,65.1077728271484,60.3311462402344,65.1584625244141,60.3311462402344,65.1077728271484,60.3311462402344,65.1077728271484,60.3311462402344,65.0832977294922,60.3311462402344
"SY04","S",40.54200716,-74.64808882,0,0,1,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,6.01666666666667,9.3,6.01666666666667,9.25,64.6371765136719,58.8673896789551,64.6688461303711,58.8673896789551,64.6759719848633,58.8673896789551,64.6688461303711,58.8673896789551,64.6688461303711,58.8673896789551,64.6371765136719,58.8673896789551
"SY05","S",40.54128358,-74.64714789,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,6.16666666666667,9.15,6.16666666666667,9.13333333333333,55.8574028015137,31.2686786651611,56.0205154418945,31.2686786651611,56.0409240722656,31.2686786651611,56.0205154418945,31.2686786651611,56.0205154418945,31.2686786651611,55.8574028015137,31.2686786651611
"SY06","S",40.54272499,-74.64714033,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,6.28333333333333,9,6.3,8.98333333333333,62.8392372131348,45.1372680664062,62.939079284668,45.1372680664062,62.9720458984375,45.1372680664062,62.939079284668,45.1372680664062,62.939079284668,45.1372680664062,62.8392372131348,45.1372680664062
"SY07","S",40.54416639,-74.64713277,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,6.41666666666667,8.85,6.43333333333333,8.85,65.7205810546875,49.9011421203613,65.8044128417969,49.9011421203613,65.8292922973633,49.9011421203613,65.8044128417969,49.9011421203613,65.8044128417969,49.9011421203613,65.7205810546875,49.9011421203613
"SY08","S",40.54344857,-74.64808127,1,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,6.53333333333333,8.71666666666667,6.55,8.73333333333333,65.8620223999023,61.107837677002,65.8826141357422,61.107837677002,65.9246978759766,61.107837677002,65.8826141357422,61.107837677002,65.8826141357422,61.107837677002,65.8620223999023,61.107837677002
"SY09","S",40.54273074,-74.64902976,0,1,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,6.66666666666667,8.6,6.7,8.6,66.6302108764648,64.318977355957,66.6432189941406,64.318977355957,66.69140625,64.3233642578125,66.6432189941406,64.318977355957,66.6432189941406,64.318977355957,66.6302108764648,64.318977355957
"SY10","S",40.5420129,-74.64997822,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,6.76666666666667,8.45,6.85,8.48333333333333,66.4633407592773,64.6441650390625,66.4728012084961,64.6441650390625,66.5540313720703,64.7210998535156,66.4728012084961,64.6441650390625,66.4728012084961,64.6441650390625,66.4633407592773,64.6441650390625
"SY11","S",40.54129506,-74.65092667,0,0,0,1,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,6.91666666666667,8.3,6.98333333333333,8.36666666666667,66.570182800293,63.9186401367188,66.5862655639648,63.9186401367188,66.6744842529297,64.0577163696289,66.5862655639648,63.9186401367188,66.5862655639648,63.9186401367188,66.570182800293,63.9186401367188
"SY12","S",40.5405772,-74.6518751,0,0,1,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,7.03333333333333,8.16666666666667,7.1,8.23333333333333,65.7023162841797,62.273494720459,65.7173004150391,62.273494720459,65.8891296386719,62.4250068664551,65.7173004150391,62.273494720459,65.7173004150391,62.273494720459,65.7023162841797,62.273494720459
"SY13","S",40.53985934,-74.6528235,0,1,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,7.16666666666667,8.03333333333333,7.23333333333333,8.11666666666667,62.7556953430176,53.7196273803711,62.8025703430176,53.7196273803711,63.2575874328613,53.8518257141113,62.8025703430176,53.7196273803711,62.8025703430176,53.7196273803711,62.7556953430176,53.7196273803711
"SY14","S",40.53986501,-74.65471285,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,7.35,7.88333333333333,7.38333333333333,7.96666666666667,39.0465469360352,16.1476554870605,39.0910415649414,16.1476554870605,59.0901145935059,41.8636589050293,39.0910415649414,16.1476554870605,39.0910415649414,16.1476554870605,39.0465469360352,16.1476554870605
"SY15","S",40.54058288,-74.65376447,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,7.48333333333333,7.75,7.51666666666667,7.83333333333333,62.8005790710449,52.4801063537598,62.8117637634277,52.4801063537598,64.7882766723633,58.3276290893555,62.8117637634277,52.4801063537598,62.8117637634277,52.4801063537598,62.8005790710449,52.4801063537598
"SY16","S",40.54130075,-74.65281606,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,7.61666666666667,7.63333333333333,7.63333333333333,7.7,66.1011505126953,61.4153747558594,66.116813659668,61.4153747558594,66.5661315917969,63.3092880249023,66.116813659668,61.4153747558594,66.116813659668,61.4153747558594,66.1011505126953,61.4153747558594
"SY17","S",40.54201861,-74.65186763,0,0,0,1,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,7.75,7.51666666666667,7.75,7.56666666666667,66.7257766723633,63.2711372375488,66.7400741577148,63.2711372375488,66.9632034301758,64.8783721923828,66.7400741577148,63.2711372375488,66.7400741577148,63.2711372375488,66.7257766723633,63.2711372375488
"SY18","S",40.54273646,-74.65091919,0,0,0,1,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,7.86666666666667,7.38333333333333,7.9,7.45,66.6938400268555,64.2543182373047,66.6981964111328,64.2543182373047,66.8397216796875,65.2927932739258,66.6981964111328,64.2543182373047,66.6981964111328,64.2543182373047,66.6938400268555,64.2543182373047
"SY19","S",40.54345431,-74.64997072,0,0,1,1,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,8,7.25,8.03333333333333,7.33333333333333,66.9079360961914,65.4681549072266,66.9068450927734,65.4681549072266,67.0050582885742,65.8730087280273,66.9068450927734,65.4681549072266,66.9068450927734,65.4681549072266,66.9079360961914,65.4681549072266
"SY20","S",40.54417215,-74.64902223,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,8.13333333333333,7.11666666666667,8.16666666666667,7.21666666666667,66.6846160888672,64.7592544555664,66.6874313354492,64.7592544555664,66.7107772827148,64.7633895874023,66.6874313354492,64.7592544555664,66.6874313354492,64.7592544555664,66.6846160888672,64.7592544555664
"SY21","S",40.54488997,-74.64807373,1,1,1,1,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,8.26666666666667,6.96666666666667,8.28333333333333,7.08333333333333,66.6128845214844,63.2762832641602,66.6171417236328,63.2762832641602,66.6541442871094,63.2762832641602,66.6171417236328,63.2762832641602,66.6171417236328,63.2762832641602,66.6128845214844,63.2762832641602
"SY22","S",40.5456078,-74.6471252,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,8.38333333333333,6.85,8.41666666666667,6.95,66.6128768920898,54.3137435913086,66.6911010742188,54.3137435913086,66.7047805786133,54.3137435913086,66.6911010742188,54.3137435913086,66.6911010742188,54.3137435913086,66.6128768920898,54.3137435913086
"SY23","S",40.5470492,-74.64711764,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,8.56666666666667,6.71666666666667,8.56666666666667,6.81666666666667,64.4131317138672,51.4037399291992,64.4960021972656,51.4037399291992,64.5154418945312,51.4037399291992,64.4960021972656,51.4037399291992,64.4960021972656,51.4037399291992,64.4131317138672,51.4037399291992
"SY24","S",40.54633138,-74.64806618,0,0,1,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,8.68333333333333,6.6,8.68333333333333,6.7,66.2004699707031,62.2600555419922,66.2297744750977,62.2600555419922,66.2536468505859,62.2600555419922,66.2297744750977,62.2600555419922,66.2297744750977,62.2600555419922,66.2004699707031,62.2600555419922
"SY25","S",40.54561355,-74.64901471,0,1,1,1,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,8.78333333333333,6.48333333333333,8.81666666666667,6.6,67.3074340820312,65.4311294555664,67.3303298950195,65.4311294555664,67.3740539550781,65.4380874633789,67.3303298950195,65.4311294555664,67.3303298950195,65.4311294555664,67.3074340820312,65.4311294555664
"SY26","S",40.54489571,-74.64996322,1,1,0,1,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,8.91666666666667,6.36666666666667,8.93333333333333,6.45,67.3850708007812,66.0505218505859,67.3808975219727,66.0505218505859,67.4478607177734,66.3794250488281,67.3808975219727,66.0505218505859,67.3808975219727,66.0505218505859,67.3850708007812,66.0505218505859
"SY27","S",40.54417787,-74.6509117,0,0,0,1,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,9.03333333333333,6.16666666666667,9.1,6.3,66.8406982421875,64.8202056884766,66.8246383666992,64.8202056884766,66.9336395263672,65.3304824829102,66.8246383666992,64.8202056884766,66.8246383666992,64.8202056884766,66.8406982421875,64.8202056884766
"SY28","S",40.54346002,-74.65186017,1,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,9.13333333333333,5.98333333333333,9.21666666666667,6.15,66.5189666748047,63.3394317626953,66.5056076049805,63.3394317626953,66.7309494018555,64.8754577636719,66.5056076049805,63.3394317626953,66.5056076049805,63.3394317626953,66.5189666748047,63.3394317626953
"SY29","S",40.54274216,-74.65280862,0,1,1,1,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,9.25,5.86666666666667,9.35,5.98333333333333,65.8993225097656,58.9443473815918,65.9099731445312,58.9443473815918,66.5799407958984,63.1857833862305,65.9099731445312,58.9443473815918,65.9099731445312,58.9443473815918,65.8993225097656,58.9443473815918
"SY30","S",40.54202429,-74.65375704,0,0,1,1,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",130,157,171,192,9.36666666666667,5.75,9.46666666666667,5.78333333333333,61.9926795959473,47.0944786071777,62.0046157836914,47.0944786071777,65.0341644287109,57.6538619995117,62.0046157836914,47.0944786071777,62.0046157836914,47.0944786071777,61.9926795959473,47.0944786071777
"SY31","S",40.54130641,-74.65470545,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,5.81666666666667,9.68333333333333,5.68333333333333,9.85,35.6945304870605,12.892993927002,35.7815132141113,12.892993927002,58.0833892822266,37.3423080444336,35.7815132141113,12.892993927002,35.7815132141113,12.892993927002,35.6945304870605,12.892993927002
"SY32","S",40.5434657,-74.65374962,1,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,6,9.51666666666667,5.85,9.66666666666667,61.3150253295898,45.7424964904785,61.3245544433594,45.7424964904785,65.672607421875,59.2219047546387,61.3245544433594,45.7424964904785,61.3245544433594,45.7424964904785,61.3150253295898,45.7424964904785
"SY33","S",40.54418356,-74.65280118,1,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,6.18333333333333,9.36666666666667,6.03333333333333,9.5,66.1115036010742,60.9998741149902,66.1358642578125,60.9998741149902,66.8922271728516,63.9770774841309,66.1358642578125,60.9998741149902,66.1358642578125,60.9998741149902,66.1115036010742,60.9998741149902
"SY34","S",40.54490142,-74.65185271,1,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,6.31666666666667,9.23333333333333,6.16666666666667,9.33333333333333,67.1453323364258,63.8843574523926,67.1615295410156,63.8843574523926,67.4339447021484,65.9389877319336,67.1615295410156,63.8843574523926,67.1615295410156,63.8843574523926,67.1453323364258,63.8843574523926
"SY35","S",40.54561928,-74.65090422,1,1,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,6.41666666666667,9.1,6.3,9.2,67.0583801269531,64.9601821899414,67.073600769043,64.9601821899414,67.1859741210938,65.6182632446289,67.073600769043,64.9601821899414,67.073600769043,64.9601821899414,67.0583801269531,64.9601821899414
"SY36","S",40.54633712,-74.64995571,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,6.55,8.96666666666667,6.41666666666667,9.06666666666667,67.0680999755859,65.4138031005859,67.0787887573242,65.4138031005859,67.145133972168,65.6140899658203,67.0787887573242,65.4138031005859,67.0787887573242,65.4138031005859,67.0680999755859,65.4138031005859
"SY37","S",40.54705496,-74.64900719,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,6.66666666666667,8.85,6.51666666666667,8.93333333333333,66.7483978271484,64.3686981201172,66.7751235961914,64.3686981201172,66.8114013671875,64.3688278198242,66.7751235961914,64.3686981201172,66.7751235961914,64.3686981201172,66.7483978271484,64.3686981201172
"SY38","S",40.54777278,-74.64805864,1,1,1,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,6.78333333333333,8.7,6.65,8.78333333333333,66.1465454101562,62.3421783447266,66.1671371459961,62.3421783447266,66.1922607421875,62.3421783447266,66.1671371459961,62.3421783447266,66.1671371459961,62.3421783447266,66.1465454101562,62.3421783447266
